SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,,Single Family Residential,330 SE 15th Ave,Hillsboro,OR,97123,407200.0,2.0,2.0,,1212.0,9148.0,1950.0,,336.0,,,,,https://www.redfin.com/OR/Hillsboro/330-SE-15th-Ave-97123/home/25750746,,,N,Y,45.5195468,-122.9667152
PAST SALE,November-18-2021,Single Family Residential,421 NE Birchwood Rd,Hillsboro,OR,97124,493000.0,3.0,2.5,"Hillsboro, Forest Grove",1963.0,13503.0,1951.0,44.0,251.0,,Sold,,,https://www.redfin.com/OR/Hillsboro/421-NE-Birchwood-Rd-97124/home/25799357,RMLS,21072126.0,N,Y,45.5263722,-122.9767851
PAST SALE,,Single Family Residential,541 N 1st Ave,Hillsboro,OR,97124,61200.0,4.0,1.0,,1178.0,5900.0,1930.0,,52.0,,,,,https://www.redfin.com/OR/Hillsboro/541-N-1st-Ave-97124/home/26690629,,,N,Y,45.5282635,-122.9898747
PAST SALE,November-17-2021,Single Family Residential,1982 NE Jamie Dr,Hillsboro,OR,97124,475000.0,3.0,2.0,JACKSON SCHOOL NEIGHBORHOOD,1670.0,7405.0,1982.0,45.0,284.0,60.0,Sold,,,https://www.redfin.com/OR/Hillsboro/1982-NE-Jamie-Dr-97124/home/26616585,RMLS,21453929.0,N,Y,45.5397607,-122.9840287
PAST SALE,November-23-2021,Single Family Residential,198 NW Lenox St,Hillsboro,OR,97124,600000.0,6.0,4.0,"Hillsboro, Forest Grove",2925.0,53143.0,1949.0,39.0,205.0,,Sold,,,https://www.redfin.com/OR/Hillsboro/198-NW-Lenox-St-97124/home/26686220,RMLS,21013829.0,N,Y,45.5443022,-122.9972096
PAST SALE,November-29-2021,Single Family Residential,605 NE Sundance Ct,Hillsboro,OR,97124,730000.0,4.0,4.0,"Hillsboro, Forest Grove",3259.0,10890.0,2011.0,33.0,224.0,,Sold,,,https://www.redfin.com/OR/Hillsboro/605-NE-Sundance-Ct-97124/home/25849252,RMLS,21393926.0,N,Y,45.5494044,-122.9806614
PAST SALE,November-1-2021,Single Family Residential,2355 NE Latte Way,Hillsboro,OR,97124,496000.0,3.0,2.5,COFFEE CREEK AT JONES FARM,1710.0,3049.0,1998.0,61.0,290.0,104.0,Sold,,,https://www.redfin.com/OR/Hillsboro/2355-NE-Latte-Way-97124/home/25793115,RMLS,21324826.0,N,Y,45.5414636,-122.9681073
PAST SALE,November-24-2021,Single Family Residential,1722 NE Jackson School Rd,Hillsboro,OR,97124,740000.0,5.0,5.0,"Hillsboro, Forest Grove",3275.0,30056.0,1940.0,38.0,226.0,,Sold,,,https://www.redfin.com/OR/Hillsboro/1722-NE-Jackson-School-Rd-97124/home/26619268,RMLS,21226051.0,N,Y,45.5372206,-122.9788396
PAST SALE,November-22-2021,Single Family Residential,1727 NE 2nd Ave,Hillsboro,OR,97124,620000.0,3.0,2.5,"Hillsboro, Forest Grove",2624.0,7405.0,2004.0,40.0,236.0,19.0,Sold,,,https://www.redfin.com/OR/Hillsboro/1727-NE-2nd-Ave-97124/home/26712152,RMLS,21074289.0,N,Y,45.5372994,-122.9927563
PAST SALE,November-24-2021,Single Family Residential,30595 NW Zimmerman Ln,Hillsboro,OR,97124,882000.0,3.0,2.0,"Hillsboro, Forest Grove",1755.0,217800.0,1971.0,38.0,503.0,,Sold,,,https://www.redfin.com/OR/Hillsboro/30595-NW-Zimmerman-Ln-97124/home/26593009,RMLS,21061230.0,N,Y,45.5537002,-122.9915708
PAST SALE,November-30-2021,Single Family Residential,1324 NE Hawthorne Ave,Hillsboro,OR,97124,525000.0,3.0,2.0,"Hillsboro, Forest Grove",1462.0,11325.0,1978.0,32.0,359.0,,Sold,,,https://www.redfin.com/OR/Hillsboro/1324-NE-Hawthorne-Ave-97124/home/26676645,RMLS,21216549.0,N,Y,45.5343993,-122.9671492
PAST SALE,November-30-2021,Single Family Residential,502 NW Darnielle St,Hillsboro,OR,97124,500000.0,3.0,2.0,"Hillsboro, Forest Grove",1832.0,7840.0,1973.0,32.0,273.0,,Sold,,,https://www.redfin.com/OR/Hillsboro/502-NW-Darnielle-St-97124/home/26571770,RMLS,21054688.0,N,Y,45.5296966,-122.9952338
PAST SALE,December-8-2021,Single Family Residential,1233 S 29th Blvd #365,Cornelius,OR,97113,487451.0,3.0,2.5,LAUREL WOODS,1842.0,,2021.0,24.0,265.0,58.0,Sold,,,https://www.redfin.com/OR/Cornelius/1233-S-29th-Blvd-97123/unit-365/home/175843809,RMLS,21230318.0,N,Y,45.5122375,-123.0364639
PAST SALE,December-3-2021,Single Family Residential,330 SE 21st Pl,Hillsboro,OR,97123,762000.0,4.0,3.5,Fairview / Red Barn,3031.0,63162.0,1956.0,29.0,251.0,,Sold,,,https://www.redfin.com/OR/Hillsboro/330-SE-21st-Pl-97123/home/26592922,RMLS,21072319.0,N,Y,45.5201851,-122.9620152
PAST SALE,December-3-2021,Single Family Residential,1529 SE Blanchard St,Hillsboro,OR,97123,500000.0,4.0,2.5,"Hillsboro, Forest Grove",1971.0,3049.0,2003.0,29.0,254.0,80.0,Sold,,,https://www.redfin.com/OR/Hillsboro/1529-SE-Blanchard-St-97123/home/25851464,RMLS,21141909.0,N,Y,45.4954946,-122.9672453
PAST SALE,December-8-2021,Single Family Residential,1496 NE Arrington Rd,Hillsboro,OR,97124,485000.0,3.0,2.0,"Hillsboro, Forest Grove",1264.0,7840.0,1971.0,24.0,384.0,,Sold,,,https://www.redfin.com/OR/Hillsboro/1496-NE-Arrington-Rd-97124/home/26637065,RMLS,21498684.0,N,Y,45.5311243,-122.9674669
PAST SALE,December-6-2021,Single Family Residential,3398 NE 12th Ave,Hillsboro,OR,97124,671900.0,4.0,3.0,EDGEFIELD,2580.0,7841.0,1997.0,26.0,260.0,32.0,Sold,,,https://www.redfin.com/OR/Hillsboro/3398-NE-12th-Ave-97124/home/26569250,RMLS,21041028.0,N,Y,45.5493013,-122.9704962
PAST SALE,November-30-2021,Single Family Residential,1150 NE Cornell Rd,Hillsboro,OR,97124,245000.0,1.0,1.0,"Hillsboro, Forest Grove",576.0,6969.0,1947.0,32.0,425.0,,Sold,,,https://www.redfin.com/OR/Hillsboro/1150-NE-Cornell-Rd-97124/home/26637633,RMLS,21517271.0,N,Y,45.5248261,-122.970979
PAST SALE,December-16-2021,Single Family Residential,1225 S 29th Blvd #364,Cornelius,OR,97113,512312.0,4.0,2.5,LAUREL WOODS,2118.0,,2021.0,16.0,242.0,58.0,Sold,,,https://www.redfin.com/OR/Cornelius/1225-S-29th-Blvd-97123/unit-364/home/175843740,RMLS,21550561.0,N,Y,45.5122375,-123.0364639
PAST SALE,December-15-2021,Single Family Residential,1369 NE Sunrise Ln,Hillsboro,OR,97124,457900.0,3.0,1.5,"Hillsboro, Forest Grove",1639.0,9147.0,1966.0,17.0,279.0,,Sold,,,https://www.redfin.com/OR/Hillsboro/1369-NE-Sunrise-Ln-97124/home/25835889,RMLS,21081127.0,N,Y,45.5368925,-122.9681002
PAST SALE,December-10-2021,Single Family Residential,2048 NE Jefferson St,Hillsboro,OR,97124,538000.0,4.0,3.0,"Hillsboro, Forest Grove",2156.0,7405.0,1978.0,22.0,250.0,,Sold,,,https://www.redfin.com/OR/Hillsboro/2048-NE-Jefferson-St-97124/home/26687241,RMLS,21108048.0,N,Y,45.5270536,-122.9614728
PAST SALE,,Single Family Residential,2758 NE Charlois Dr,Hillsboro,OR,97124,520000.0,4.0,3.0,,2292.0,8276.0,1998.0,,227.0,,,,,https://www.redfin.com/OR/Hillsboro/2758-NE-Charlois-Dr-97124/home/25810157,,,N,Y,45.5446219,-122.9746325
PAST SALE,December-15-2021,Single Family Residential,922 NW Connell Ave,Hillsboro,OR,97124,455000.0,3.0,1.0,"Hillsboro, Forest Grove",1744.0,10454.0,1927.0,17.0,261.0,,Sold,,,https://www.redfin.com/OR/Hillsboro/922-NW-Connell-Ave-97124/home/26637598,RMLS,21336105.0,N,Y,45.5314029,-122.9930234
PAST SALE,November-12-2021,Single Family Residential,1138 SE Bianca St,Hillsboro,OR,97123,475000.0,3.0,2.5,ARBOR ROSES,1798.0,2178.0,2006.0,50.0,264.0,145.0,Sold,,,https://www.redfin.com/OR/Hillsboro/1138-SE-Bianca-St-97123/home/26727926,RMLS,21253306.0,N,Y,45.5084092,-122.9733773
PAST SALE,December-16-2021,Single Family Residential,144 NW Lenox St,Hillsboro,OR,97124,555000.0,3.0,2.5,"Hillsboro, Forest Grove",2038.0,7405.0,2005.0,16.0,272.0,,Sold,,,https://www.redfin.com/OR/Hillsboro/144-NW-Lenox-St-97124/home/26647635,RMLS,21175452.0,N,Y,45.5442805,-122.9968958
PAST SALE,December-20-2021,Single Family Residential,1569 NE Glen Ellen Dr,Hillsboro,OR,97124,505000.0,3.0,2.5,"Hillsboro, Forest Grove",1512.0,4356.0,1999.0,12.0,334.0,60.0,Sold,,,https://www.redfin.com/OR/Hillsboro/1569-NE-Glen-Ellen-Dr-97124/home/26737089,RMLS,21198956.0,N,Y,45.5362644,-122.9859147
PAST SALE,December-22-2021,Single Family Residential,980 NE Sturgess Ave,Hillsboro,OR,97124,575570.0,4.0,2.0,"Hillsboro, Forest Grove",1880.0,8276.0,1959.0,10.0,306.0,,Sold,,,https://www.redfin.com/OR/Hillsboro/980-NE-Sturgess-Ave-97124/home/26657771,RMLS,21392049.0,N,Y,45.5264019,-122.9727563
PAST SALE,December-22-2021,Single Family Residential,3153 NE 11th Ct,Hillsboro,OR,97124,782000.0,5.0,2.5,Edgefield Neighborhood,2928.0,9583.0,1996.0,10.0,267.0,33.0,Sold,,,https://www.redfin.com/OR/Hillsboro/3153-NE-11th-Ct-97124/home/26667625,RMLS,21056196.0,N,Y,45.5479752,-122.9719167
PAST SALE,December-21-2021,Single Family Residential,1484 SE Sweetbay St,Hillsboro,OR,97123,490500.0,4.0,2.5,"Hillsboro, Forest Grove",1971.0,3049.0,2003.0,11.0,249.0,95.0,Sold,,,https://www.redfin.com/OR/Hillsboro/1484-SE-Sweetbay-St-97123/home/26700260,RMLS,21503691.0,N,Y,45.4943151,-122.9688519
PAST SALE,November-5-2021,Single Family Residential,1358 SE 73rd Pl,Hillsboro,OR,97123,690000.0,4.0,3.5,"Hillsboro, Forest Grove",2472.0,6969.0,2017.0,57.0,279.0,30.0,Sold,,,https://www.redfin.com/OR/Hillsboro/1358-SE-73rd-Pl-97123/home/112840462,RMLS,21690911.0,N,Y,45.5094289,-122.9065566
PAST SALE,November-5-2021,Single Family Residential,872 SE 66th Ct,Hillsboro,OR,97123,521000.0,3.0,2.0,"Hillsboro, Forest Grove",1832.0,6098.0,1998.0,57.0,284.0,,Sold,,,https://www.redfin.com/OR/Hillsboro/872-SE-66th-Ct-97123/home/26688698,RMLS,21292664.0,N,Y,45.5129042,-122.9124802
PAST SALE,September-10-2021,Single Family Residential,154 NE Woodsong St,Hillsboro,OR,97124,595000.0,5.0,2.5,DANBURY PARK,2558.0,5662.0,1998.0,113.0,233.0,28.0,Sold,,,https://www.redfin.com/OR/Hillsboro/154-NE-Woodsong-St-97124/home/25810804,RMLS,21036780.0,N,Y,45.5214212,-122.9074033
PAST SALE,October-12-2021,Single Family Residential,5097 NE Candlewood Pl,Hillsboro,OR,97124,509000.0,4.0,2.5,Legacy Knoll,1689.0,2613.0,2000.0,81.0,301.0,63.0,Sold,,,https://www.redfin.com/OR/Hillsboro/5097-NE-Candlewood-Pl-97124/home/26720706,RMLS,21018857.0,N,Y,45.5218354,-122.9306753
PAST SALE,July-29-2021,Single Family Residential,5175 NE Schoeler Cir,Hillsboro,OR,97124,490000.0,4.0,2.5,"Hillsboro, Forest Grove",1688.0,2613.0,2001.0,156.0,290.0,65.0,Sold,,,https://www.redfin.com/OR/Hillsboro/5175-NE-Schoeler-Cir-97124/home/25845405,RMLS,21189469.0,N,Y,45.5204914,-122.9305023
PAST SALE,July-23-2021,Single Family Residential,187 SE 44th Way,Hillsboro,OR,97123,425000.0,3.0,2.5,"Hillsboro, Forest Grove",1420.0,1742.0,2003.0,162.0,299.0,55.0,Sold,,,https://www.redfin.com/OR/Hillsboro/187-SE-44th-Way-97123/home/25754573,RMLS,21016239.0,N,Y,45.5192778,-122.9375558
PAST SALE,September-8-2021,Single Family Residential,278 NE 47th Pl,Hillsboro,OR,97124,493000.0,3.0,2.5,Brookwood Place,1729.0,3484.0,2004.0,115.0,285.0,72.0,Sold,,,https://www.redfin.com/OR/Hillsboro/278-NE-47th-Pl-97124/home/25827664,RMLS,21115007.0,N,Y,45.5226515,-122.9345129
PAST SALE,September-30-2021,Single Family Residential,5604 NE Vino Ct,Hillsboro,OR,97124,535000.0,3.0,2.5,"Hillsboro, Forest Grove",1725.0,3920.0,2012.0,93.0,310.0,38.0,Sold,,,https://www.redfin.com/OR/Hillsboro/5604-NE-Vino-Ct-97124/home/26650286,RMLS,21290473.0,N,Y,45.5225935,-122.9251867
PAST SALE,September-15-2021,Single Family Residential,5865 NW 213th Pl,Portland,OR,97229,475000.0,3.0,2.0,Landing,1456.0,6534.0,1989.0,108.0,326.0,,Sold,,,https://www.redfin.com/OR/Portland/5865-NW-213th-Pl-97229/home/26673615,RMLS,21612958.0,N,Y,45.5622374,-122.8965718
PAST SALE,November-12-2021,Single Family Residential,18845 SW Willow Creek Ter,Beaverton,OR,97003,525000.0,3.0,2.0,"Beaverton, Aloha",1510.0,7840.0,1974.0,50.0,348.0,,Sold,,,https://www.redfin.com/OR/Beaverton/18845-SW-Willow-Creek-Ter-97006/home/26693605,RMLS,21157121.0,N,Y,45.5146379,-122.8710295
PAST SALE,September-21-2021,Single Family Residential,1450 SE 30th Ave,Hillsboro,OR,97123,456000.0,3.0,2.0,"Hillsboro, Forest Grove",1428.0,6969.0,1978.0,102.0,319.0,,Sold,,,https://www.redfin.com/OR/Hillsboro/1450-SE-30th-Ave-97123/home/25738227,RMLS,21361401.0,N,Y,45.5084816,-122.9514367
PAST SALE,November-17-2021,Single Family Residential,202 SE 44th Ave,Hillsboro,OR,97123,410000.0,3.0,2.0,"Hillsboro, Forest Grove",1419.0,3049.0,1939.0,45.0,289.0,65.0,Sold,,,https://www.redfin.com/OR/HILLSBORO/202-SE-44TH-AVE-97123/home/26718593,RMLS,21090125.0,N,Y,45.519194,-122.937078
PAST SALE,November-19-2021,Single Family Residential,130 SE 24th Ave,Hillsboro,OR,97123,390000.0,3.0,1.0,"Hillsboro, Forest Grove",931.0,6534.0,1949.0,43.0,419.0,,Sold,,,https://www.redfin.com/OR/Hillsboro/130-SE-24th-Ave-97123/home/26631194,RMLS,21537572.0,N,Y,45.52078,-122.9578296
PAST SALE,November-19-2021,Single Family Residential,686 SE 40th Ct,Hillsboro,OR,97123,430000.0,3.0,1.0,"Hillsboro, Forest Grove",1092.0,8276.0,1980.0,43.0,394.0,,Sold,,,https://www.redfin.com/OR/Hillsboro/686-SE-40th-Ct-97123/home/26618294,RMLS,21485316.0,N,Y,45.5154602,-122.9405393
PAST SALE,November-23-2021,Single Family Residential,6978 SE Blaine St,Hillsboro,OR,97123,530000.0,4.0,2.5,"Hillsboro, Forest Grove",2251.0,6534.0,1990.0,39.0,235.0,6.0,Sold,,,https://www.redfin.com/OR/Hillsboro/6978-SE-Blaine-St-97123/home/26689552,RMLS,21208137.0,N,Y,45.505469,-122.9097645
PAST SALE,,Single Family Residential,8514 NE Swire St,Hillsboro,OR,97006,566740.0,3.0,2.0,,1356.0,6098.0,1997.0,,418.0,,,,,https://www.redfin.com/OR/Hillsboro/8514-NE-Swire-St-97006/home/26732042,,,N,Y,45.5308,-122.89152
PAST SALE,November-24-2021,Single Family Residential,5681 SE Rancho St,Hillsboro,OR,97123,504917.0,5.0,2.0,"Hillsboro, Forest Grove",1800.0,7405.0,1976.0,38.0,281.0,,Sold,,,https://www.redfin.com/OR/Hillsboro/5681-SE-Rancho-St-97123/home/26630662,RMLS,21600073.0,N,Y,45.5059829,-122.9249635
PAST SALE,November-29-2021,Single Family Residential,828 SE 37th Ave,Hillsboro,OR,97123,639000.0,4.0,3.0,Jan Park,2639.0,11761.0,1971.0,33.0,242.0,,Sold,,,https://www.redfin.com/OR/Hillsboro/828-SE-37th-Ave-97123/home/26630446,RMLS,21005112.0,N,Y,45.513357,-122.9441404
PAST SALE,November-29-2021,Single Family Residential,456 NE 77th Ave,Hillsboro,OR,97124,608000.0,4.0,2.5,"Hillsboro, Forest Grove",2361.0,4356.0,2015.0,33.0,258.0,100.0,Sold,,,https://www.redfin.com/OR/Hillsboro/456-NE-77th-Ave-97124/home/95147014,RMLS,21322514.0,N,Y,45.5244002,-122.9003573
PAST SALE,December-1-2021,Single Family Residential,3528 SE Pine St,Hillsboro,OR,97123,655000.0,4.0,3.0,BENTLEY ORCHARD,2545.0,11761.0,1971.0,31.0,257.0,,Sold,,,https://www.redfin.com/OR/Hillsboro/3528-SE-Pine-St-97123/home/26686287,RMLS,21590944.0,N,Y,45.5112906,-122.9464522
PAST SALE,December-10-2021,Single Family Residential,5151 NE Stable Dr,Hillsboro,OR,97124,524000.0,3.0,2.0,"Hillsboro, Forest Grove",1369.0,8712.0,1989.0,22.0,383.0,23.0,Sold,,,https://www.redfin.com/OR/Hillsboro/5151-NE-Stable-Dr-97124/home/25803544,RMLS,21631645.0,N,Y,45.5379294,-122.9300645
PAST SALE,December-8-2021,Single Family Residential,21441 SW Gregory Dr,Beaverton,OR,97006,453200.0,3.0,2.0,"Beaverton, Aloha",1192.0,5662.0,1994.0,24.0,380.0,,Sold,,,https://www.redfin.com/OR/Beaverton/21441-SW-Gregory-Dr-97006/home/26730598,RMLS,21088824.0,N,Y,45.5191468,-122.8977626
PAST SALE,December-13-2021,Single Family Residential,1826 SE 52nd Ave,Hillsboro,OR,97123,481000.0,3.0,2.0,"Hillsboro, Forest Grove",1416.0,6969.0,1994.0,19.0,340.0,4.0,Sold,,,https://www.redfin.com/OR/Hillsboro/1826-SE-52nd-Ave-97123/home/26680449,RMLS,21495290.0,N,Y,45.5056804,-122.9292032
PAST SALE,,Single Family Residential,114 NE Feather Ct,Hillsboro,OR,97124,483500.0,3.0,3.0,,1513.0,2614.0,2001.0,,320.0,,,,,https://www.redfin.com/OR/Hillsboro/114-NE-Feather-Ct-97124/home/25832271,,,N,Y,45.5202515,-122.929336
PAST SALE,December-14-2021,Single Family Residential,780 NE 64th Pl,Hillsboro,OR,97124,496000.0,3.0,2.5,ORENCO GARDENS,1758.0,2613.0,2002.0,18.0,282.0,88.0,Sold,,,https://www.redfin.com/OR/Hillsboro/780-NE-64th-Pl-97124/home/26700998,RMLS,21656796.0,N,Y,45.5285525,-122.9151391
PAST SALE,December-17-2021,Single Family Residential,664 SE 35th Ave,Hillsboro,OR,97123,500000.0,3.0,2.0,"Hillsboro, Forest Grove",1544.0,6969.0,1978.0,15.0,324.0,,Sold,,,https://www.redfin.com/OR/Hillsboro/664-SE-35th-Ave-97123/home/26630399,RMLS,21537022.0,N,Y,45.5149157,-122.946446
PAST SALE,December-17-2021,Single Family Residential,4305 NW Malhuer Ave,Portland,OR,97229,839000.0,4.0,3.0,NW Washington Co or Sauvie Island,4108.0,18295.0,1975.0,15.0,204.0,,Sold,,,https://www.redfin.com/OR/Portland/4305-NW-Malheur-Ave-97229/home/26709666,RMLS,21473366.0,N,Y,45.5502716,-122.8843362
PAST SALE,,Single Family Residential,3110 SE Willow Dr,Hillsboro,OR,97123,450000.0,3.0,3.0,,1780.0,7602.0,1979.0,,253.0,,,,,https://www.redfin.com/OR/Hillsboro/3110-SE-Willow-Dr-97123/home/25831508,,,N,Y,45.5087673,-122.9508091
PAST SALE,December-20-2021,Single Family Residential,1395 SE 64th Ct,Hillsboro,OR,97123,545000.0,3.0,3.0,"Hillsboro, Forest Grove",2224.0,8712.0,1988.0,12.0,245.0,,Sold,,,https://www.redfin.com/OR/Hillsboro/1395-SE-64th-Ct-97123/home/26655064,RMLS,21433804.0,N,Y,45.5089055,-122.9154249
PAST SALE,December-20-2021,Single Family Residential,20794 NW Painted Mountain Dr,Beaverton,OR,97006,480000.0,3.0,2.5,"Beaverton, Aloha",1765.0,3049.0,2001.0,12.0,272.0,17.0,Sold,,,https://www.redfin.com/OR/Beaverton/20794-NW-Painted-Mountain-Dr-97006/home/26596112,RMLS,21543479.0,N,Y,45.522544,-122.8913301
PAST SALE,,Single Family Residential,5232 NE Schoeler Cir,Hillsboro,OR,97124,450000.0,3.0,3.0,,1513.0,3485.0,2001.0,,297.0,,,,,https://www.redfin.com/OR/Hillsboro/5232-NE-Schoeler-Cir-97124/home/25783407,,,N,Y,45.5206391,-122.9294104
PAST SALE,December-22-2021,Single Family Residential,55 SW 212th Ave,Beaverton,OR,97006,614000.0,4.0,2.5,"Beaverton, Aloha",2076.0,10454.0,1994.0,10.0,296.0,,Sold,,,https://www.redfin.com/OR/Beaverton/55-SW-212th-Ave-97006/home/26691951,RMLS,21017959.0,N,Y,45.5195957,-122.8959926
PAST SALE,December-23-2021,Single Family Residential,1377 SE 74th Ave,Hillsboro,OR,97123,501000.0,3.0,2.5,"Hillsboro, Forest Grove",1577.0,6098.0,1994.0,9.0,318.0,,Sold,,,https://www.redfin.com/OR/Hillsboro/1377-SE-74th-Ave-97123/home/26661105,RMLS,21359914.0,N,Y,45.5094277,-122.9054153
PAST SALE,December-24-2021,Single Family Residential,6730 NE Elm St,Hillsboro,OR,97124,775000.0,3.0,2.5,ORENCO TOWNSITE,2413.0,30056.0,2018.0,8.0,321.0,,Sold,,,https://www.redfin.com/OR/Hillsboro/6730-NE-Elm-St-97124/home/26593380,RMLS,21452254.0,N,Y,45.5254891,-122.9114044
PAST SALE,October-22-2021,Single Family Residential,1624 NE Targhee Pl,Hillsboro,OR,97006,520000.0,4.0,2.5,TANASBOURNE PLACE,1683.0,3920.0,2004.0,71.0,309.0,59.0,Sold,,,https://www.redfin.com/OR/Beaverton/1624-NW-Targhee-Pl-97006/home/26711954,RMLS,21098075.0,N,Y,45.5312779,-122.8733494
PAST SALE,July-13-2021,Single Family Residential,6663 SE Wrenfield St,Hillsboro,OR,97123,550000.0,4.0,2.5,"Hillsboro, Forest Grove",2072.0,6098.0,1997.0,172.0,265.0,,Sold,,,https://www.redfin.com/OR/Hillsboro/6663-SE-Wrenfield-St-97123/home/26721166,RMLS,21602244.0,N,Y,45.5137136,-122.9115688
PAST SALE,August-11-2021,Single Family Residential,202 NE Danbury Ave,Hillsboro,OR,97124,523000.0,3.0,2.5,"Hillsboro, Forest Grove",1440.0,5227.0,1998.0,143.0,363.0,28.0,Sold,,,https://www.redfin.com/OR/Hillsboro/202-NE-Danbury-Ave-97124/home/26735853,RMLS,21661249.0,N,Y,45.5222533,-122.9047038
PAST SALE,July-23-2021,Single Family Residential,556 NE 76th Ave,Hillsboro,OR,97124,525000.0,4.0,2.5,"Hillsboro, Forest Grove",1727.0,2178.0,2015.0,162.0,304.0,100.0,Sold,,,https://www.redfin.com/OR/Hillsboro/556-NE-76th-Ave-97124/home/101101613,RMLS,21428474.0,N,Y,45.5248576,-122.901234
PAST SALE,July-15-2021,Single Family Residential,1934 SE 75th Ct,Hillsboro,OR,97123,559000.0,3.0,2.5,"QUAIL POINTE VILLAGE, LOT",1800.0,6098.0,1993.0,170.0,311.0,,Sold,,,https://www.redfin.com/OR/Hillsboro/1934-SE-75th-Ct-97123/home/26702188,RMLS,21289070.0,N,Y,45.5059758,-122.9045088
PAST SALE,July-21-2021,Single Family Residential,8513 NE Alder St,Hillsboro,OR,97006,475000.0,3.0,2.0,"Hillsboro, Forest Grove",1366.0,6098.0,1997.0,164.0,348.0,12.0,Sold,,,https://www.redfin.com/OR/Hillsboro/8513-NE-Alder-St-97006/home/26686469,RMLS,21259368.0,N,Y,45.53053,-122.89153
PAST SALE,October-12-2021,Single Family Residential,7993 NE Sabo St,Hillsboro,OR,97006,550000.0,4.0,3.5,"Hillsboro, Forest Grove",2410.0,,2021.0,81.0,228.0,80.0,Sold,,,https://www.redfin.com/OR/Hillsboro/7993-NE-Sabo-St-97006/home/175216236,RMLS,21284783.0,N,Y,45.5252589,-122.8975387
PAST SALE,August-4-2021,Single Family Residential,634 E Main St,Hillsboro,OR,97123,435000.0,4.0,2.0,"Hillsboro, Forest Grove",2304.0,11325.0,1925.0,150.0,189.0,,Sold,,,https://www.redfin.com/OR/Hillsboro/634-E-Main-St-97123/home/26674073,RMLS,21568768.0,N,Y,45.5222598,-122.979939
PAST SALE,October-26-2021,Single Family Residential,2272 NE Lilac Ct,Hillsboro,OR,97124,400000.0,3.0,1.0,"Hillsboro, Forest Grove",940.0,9147.0,1980.0,67.0,426.0,,Sold,,,https://www.redfin.com/OR/Hillsboro/2272-NE-Lilac-Ct-97124/home/26556632,RMLS,21210331.0,N,Y,45.5358056,-122.9591262
PAST SALE,September-8-2021,Single Family Residential,363 SE 6th Ave,Hillsboro,OR,97123,400000.0,3.0,1.0,"Hillsboro, Forest Grove",1680.0,6098.0,1940.0,115.0,238.0,,Sold,,,https://www.redfin.com/OR/Hillsboro/363-SE-6th-Ave-97123/home/106102006,RMLS,21093376.0,N,Y,45.5191125,-122.9811341
PAST SALE,September-8-2021,Single Family Residential,5082 NE Candlewood Pl,Hillsboro,OR,97124,468000.0,3.0,2.5,LEGACY KNOLL,1513.0,2613.0,2000.0,115.0,309.0,65.0,Sold,,,https://www.redfin.com/OR/Hillsboro/5082-NE-Candlewood-Pl-97124/home/26721176,RMLS,21393106.0,N,Y,45.521486,-122.9308642
PAST SALE,August-9-2021,Single Family Residential,22380 NW Meier Rd,Hillsboro,OR,97124,5875000.0,5.0,6.0,NW Washington Co or Sauvie Island,9658.0,4075909.0,1988.0,145.0,608.0,,Sold,,,https://www.redfin.com/OR/Hillsboro/22380-NW-Meier-Rd-97124/home/25825588,RMLS,19648565.0,N,Y,45.604346,-122.905293
PAST SALE,October-6-2021,Single Family Residential,17013 NW Johnson Rd,Hillsboro,OR,97124,1350000.0,3.0,2.5,Hillsboro/Helvetia,3515.0,615502.0,1995.0,87.0,384.0,,Sold,,,https://www.redfin.com/OR/Hillsboro/17013-NW-Johnson-Rd-97124/home/25736630,RMLS,21123431.0,N,Y,45.6474919,-122.9259432
PAST SALE,November-17-2021,Single Family Residential,16705 NW Johnson Rd,Hillsboro,OR,97124,1076549.0,3.0,2.0,NW Washington Co or Sauvie Island,3581.0,1555092.0,1943.0,45.0,301.0,,Sold,,,https://www.redfin.com/OR/Hillsboro/16705-NW-Johnson-Rd-97124/home/108539638,RMLS,21146505.0,N,Y,45.6438081,-122.9267979
PAST SALE,,Other,21420 NE Bald Peak Rd,Hillsboro,OR,97123,531550.0,3.0,3.0,,2776.0,175547.0,2000.0,,191.0,,,,,https://www.redfin.com/OR/Hillsboro/21420-NE-Bald-Peak-Rd-97123/home/114087915,,,N,Y,45.37327,-123.035235
PAST SALE,September-23-2021,Single Family Residential,11290 NW Valley Vista Rd,Hillsboro,OR,97124,775000.0,2.0,2.0,HELVETIA,1503.0,87120.0,1938.0,100.0,516.0,,Sold,,,https://www.redfin.com/OR/Hillsboro/11290-NW-Valley-Vista-Rd-97124/home/26729312,RMLS,21184031.0,N,Y,45.6012399,-122.8905148
